Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"13/09/2019","19.86","27.80","+7.94 (39.98%)","BUY","AffinHwang"
"26/07/2019","29.20","28.80","-0.40 (1.37%)","HOLD","MIDF"
"26/07/2019","28.38","24.40","-3.98 (14.02%)","SELL","KENANGA"
"26/07/2019","29.60","23.50","-6.10 (20.61%)","SELL","HLG"
"26/07/2019","29.20","30.00","+0.80 (2.74%)","HOLD","AffinHwang"
"29/05/2019","33.04","35.50","+2.46 (7.45%)","BUY","MIDF"
"29/05/2019","33.44","29.55","-3.89 (11.63%)","SELL","KENANGA"
"29/05/2019","33.04","24.00","-9.04 (27.36%)","SELL","HLG"
"29/05/2019","33.04","39.70","+6.66 (20.16%)","BUY","AffinHwang"
"03/04/2019","36.30","40.20","+3.90 (10.74%)","BUY","AffinHwang"

